,location,dag_file_name,task,missing_file_name,json_file_location,error
96,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_07,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_sb_step_07.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_07.json,"spark sql is not present or sql file is greater, len is :190"
97,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_08,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_sb_step_08.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_08.json,"spark sql is not present or sql file is greater, len is :190"
98,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_arrived_event_attributes,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_arrived_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_arrived_event_attributes.json,"spark sql is not present or sql file is greater, len is :186"
99,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_search_event_attributes,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_search_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_search_event_attributes.json,"spark sql is not present or sql file is greater, len is :185"
100,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_browse_event_attributes,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_browse_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_browse_event_attributes.json,"spark sql is not present or sql file is greater, len is :185"
101,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_attributes,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_evt_expanded_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_evt_expanded_attributes.json,"spark sql is not present or sql file is greater, len is :193"
102,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_1_17168_styling_styling_insights_kpi.py,livy_speed_session_fact_attributes,speed/session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_fact_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_1_17168_styling_styling_insights_kpi_speed_session_fact_attributes.json,"spark sql is not present or sql file is greater, len is :185"
103,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_01,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_01.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_01.json,"spark sql is not present or sql file is greater, len is :192"
104,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_03,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_03.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_03.json,"spark sql is not present or sql file is greater, len is :192"
105,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_04,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_04.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_04.json,"spark sql is not present or sql file is greater, len is :192"
106,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_05,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_05.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_05.json,"spark sql is not present or sql file is greater, len is :192"
107,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_06,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_06.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_06.json,"spark sql is not present or sql file is greater, len is :192"
108,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_07,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_07.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_07.json,"spark sql is not present or sql file is greater, len is :192"
109,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_step_08,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_sb_step_08.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_step_08.json,"spark sql is not present or sql file is greater, len is :192"
110,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_arrived_event_attributes,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_arrived_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_arrived_event_attributes.json,"spark sql is not present or sql file is greater, len is :188"
111,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_search_event_attributes,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_search_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_search_event_attributes.json,"spark sql is not present or sql file is greater, len is :187"
112,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_browse_event_attributes,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_browse_event_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_browse_event_attributes.json,"spark sql is not present or sql file is greater, len is :187"
113,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_evt_expanded_attributes,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_evt_expanded_attributes.json,"spark sql is not present or sql file is greater, len is :195"
114,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_session_fact_attributes,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_fact_attributes.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_session_fact_attributes.json,"spark sql is not present or sql file is greater, len is :187"
115,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,session_events_expanded_speed_uat_17168_styling_styling_insights_kpi.py,livy_speed_parquet_refresh,speed/session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_parquet_refresh.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_session_events_expanded_speed_uat_17168_styling_styling_insights_kpi_speed_parquet_refresh.json,"spark sql is not present or sql file is greater, len is :179"
116,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\dags,sqs_to_demand_forecast_hourly_v1_17168_styling_styling_insights_kpi.py,livy_read_from_s3_stage_0_job_0,sqs_to_demand_forecast_hourly_v1_17168_styling_styling_insights_kpi_read_from_s3_stage_0_demand_forecast_hourly_ldg.sql  ,D:/Dataproc_Atomation/ip/dags\17168\app05039-stylingisf-config\user_config\argument_sqs_to_demand_forecast_hourly_v1_17168_styling_styling_insights_kpi_read_from_s3_stage_0_job_0.json,"spark sql is not present or sql file is greater, len is :183"
117,D:/Dataproc_Atomation/ip/dags\17268\app07999-redriver-config\dags,tms_delivery_kafka_to_orc_17268_REDRIVER_SCOT.py,livy_tms_delivery_kafka_to_ldg,tms/tms_delivery_kafka_to_orc_17268_REDRIVER_SCOT_tms_delivery_kafka_to_td.sql  ,D:/Dataproc_Atomation/ip/dags\17268\app07999-redriver-config\user_config\argument_tms_delivery_kafka_to_orc_17268_REDRIVER_SCOT_tms_delivery_kafka_to_ldg.json,"spark sql is not present or sql file is greater, len is :158"
118,D:/Dataproc_Atomation/ip/dags\17393\APP07575-isf-airflow\dags,isf_customer_object_program_dim_17393_customer_das_customer.py,livy_customer_object_program_dim_kafka_to_dim,roadrunner/isf_customer_object_program_dim_17393_customer_das_customer_customer_object_program_dim_customer_object_program_dim_kafka_to_dim.sql  ,D:/Dataproc_Atomation/ip/dags\17393\APP07575-isf-airflow\user_config\argument_isf_customer_object_program_dim_17393_customer_das_customer_customer_object_program_dim_kafka_to_dim.json,"spark sql is not present or sql file is greater, len is :183"
119,D:/Dataproc_Atomation/ip/dags\17393\APP07575-isf-airflow\dags,isf_deterministic_profile_history_avro_to_ldg_17393_customer_das_customer.py,livy_deterministic_profile_avro_to_s3,deterministic_profile/history/isf_deterministic_profile_history_avro_to_ldg_17393_customer_das_customer_deterministic_profile_deterministic_profile_history_avro_to_s3.sql  ,D:/Dataproc_Atomation/ip/dags\17393\APP07575-isf-airflow\user_config\argument_isf_deterministic_profile_history_avro_to_ldg_17393_customer_das_customer_deterministic_profile_avro_to_s3.json,"spark sql is not present or sql file is greater, len is :189"
120,D:/Dataproc_Atomation/ip/dags\17421\APP02560-insights-v2\dags,sco_order_line_inventory_reservation_17421_DAS_SC_OUTBOUND_APP02560_insights_v2.py,livy_m_job_20_kafka_avro_to_td_stg,order_line_inventory_reservation/sco_order_line_inventory_reservation_17421_DAS_SC_OUTBOUND_APP02560_insights_v2_m_20_kafka_avro_to_td_stg.sql  ,D:/Dataproc_Atomation/ip/dags\17421\APP02560-insights-v2\user_config\argument_sco_order_line_inventory_reservation_17421_DAS_SC_OUTBOUND_APP02560_insights_v2_m_job_20_kafka_avro_to_td_stg.json,"spark sql is not present or sql file is greater, len is :192"
121,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,eta_markets_load_2656_napstore_insights.py,livy_eta_markets_data_load_load_0_node_s3_ldg,argument_eta_markets_load_2656_napstore_insights_eta_markets_data_load_load_0_node_s3_ldg.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_eta_markets_load_2656_napstore_insights_eta_markets_data_load_load_0_node_s3_ldg.json,It don't have json or length of file is greater 168
122,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,eta_markets_load_2656_napstore_insights.py,livy_eta_markets_data_load_load_2_postal_s3_ldg,argument_eta_markets_load_2656_napstore_insights_eta_markets_data_load_load_2_postal_s3_ldg.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_eta_markets_load_2656_napstore_insights_eta_markets_data_load_load_2_postal_s3_ldg.json,It don't have json or length of file is greater 170
123,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,hr_timeblock_load_2656_napstore_insights.py,livy_hr_timeblock_load_v1_load_0_stg_table,argument_hr_timeblock_load_2656_napstore_insights_hr_timeblock_load_v1_load_0_stg_table.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_hr_timeblock_load_2656_napstore_insights_hr_timeblock_load_v1_load_0_stg_table.json,It don't have json or length of file is greater 166
124,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,hr_worker_event_load_v1_2656_napstore_insights.py,livy_hr_worker_event_v1_load_orc_td_stg,argument_hr_worker_event_load_v1_2656_napstore_insights_hr_worker_event_v1_load_orc_td_stg.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_hr_worker_event_load_v1_2656_napstore_insights_hr_worker_event_v1_load_orc_td_stg.json,It don't have json or length of file is greater 169
125,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,org_load_2656_napstore_insights.py,livy_org_store_dim_2_load_0_stg_table,argument_org_load_2656_napstore_insights_org_store_dim_2_load_0_stg_table.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_org_load_2656_napstore_insights_org_store_dim_2_load_0_stg_table.json,It don't have json or length of file is greater 152
126,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,store_dim_delta_load_2656_napstore_insights.py,livy_store_dim_delta_job_1_convert,argument_store_dim_delta_load_2656_napstore_insights_store_dim_delta_job_1_convert.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_store_dim_delta_load_2656_napstore_insights_store_dim_delta_job_1_convert.json,It don't have json or length of file is greater 161
127,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\dags,store_dim_delta_load_2656_napstore_insights.py,livy_store_dim_delta_job_2_merge,argument_store_dim_delta_load_2656_napstore_insights_store_dim_delta_job_2_merge.json,D:/Dataproc_Atomation/ip/dags\2656\APP02432-napstore-insights\user_config\argument_store_dim_delta_load_2656_napstore_insights_store_dim_delta_job_2_merge.json,It don't have json or length of file is greater 159
128,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_account_teradata_preprod_3678_credit_insights.py,livy_credit_account_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/credit_account_teradata_preprod_3678_credit_insights_credit_account_kafka_to_teradata_stg_stage_0_credit_account_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_account_teradata_preprod_3678_credit_insights_credit_account_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :219"
129,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_decisioning_teradata_preprod_3678_credit_insights.py,livy_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_declined_kafka_to_teradata_stg_job,sparkSql/credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_declined_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_declined_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :279"
130,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_decisioning_teradata_preprod_3678_credit_insights.py,livy_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_failed_kafka_to_teradata_stg_job,sparkSql/credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_failed_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_failed_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :277"
131,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_decisioning_teradata_preprod_3678_credit_insights.py,livy_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_referred_kafka_to_teradata_stg_job,sparkSql/credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_referred_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_referred_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :279"
132,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_decisioning_teradata_preprod_3678_credit_insights.py,livy_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_approved_kafka_to_teradata_stg_job,sparkSql/credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_approved_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_decisioning_teradata_preprod_3678_credit_insights_credit_application_decisioning_kafka_to_teradata_stg_stage_0_credit_application_approved_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :279"
133,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_pre_adjudication_preprod_3678_credit_insights.py,livy_s3_csv_to_teradata_stage_s3_csv_to_teradata_stg_job,sparkSql/credit_application_pre_adjudication_preprod_3678_credit_insights_s3_csv_to_teradata_stage_credit_application_pre_adjudication_s3_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_pre_adjudication_preprod_3678_credit_insights_s3_csv_to_teradata_stage_s3_csv_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :212"
134,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_application_teradata_preprod_3678_credit_insights.py,livy_credit_application_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/credit_application_teradata_preprod_3678_credit_insights_credit_application_kafka_to_teradata_stg_stage_0_credit_application_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_application_teradata_preprod_3678_credit_insights_credit_application_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :227"
135,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_connectors_s3_parquet_preprod_3678_credit_insights.py,livy_credit_connectors_s3_parquet_stage_0_kafka_to_s3_parquet_job,sparkSql/connectors/credit_connectors_s3_parquet_preprod_3678_credit_insights_credit_connectors_s3_parquet_stage_0_credit_application_approved_kafka_to_s3_parquet_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_connectors_s3_parquet_preprod_3678_credit_insights_credit_connectors_s3_parquet_stage_0_kafka_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :214"
136,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_support_contacted_teradata_preprod_3678_credit_insights.py,livy_credit_support_contacted_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/credit_support_contacted_teradata_preprod_3678_credit_insights_credit_support_contacted_kafka_to_teradata_stg_stage_0_credit_support_contacted_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_support_contacted_teradata_preprod_3678_credit_insights_credit_support_contacted_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :239"
137,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\dags,credit_survey_requested_teradata_preprod_3678_credit_insights.py,livy_credit_survey_requested_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/credit_survey_requested_teradata_preprod_3678_credit_insights_credit_survey_requested_kafka_to_teradata_stg_stage_0_credit_survey_requested_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\3678\APP06788-credit-insights-framework\user_config\argument_credit_survey_requested_teradata_preprod_3678_credit_insights_credit_survey_requested_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :237"
138,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,card_to_wallet_threshold_violated_teradata_preprod_4638_payments_insights.py,livy_card_to_wallet_threshold_violated_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/card_to_wallet_threshold_violated_teradata_preprod_4638_payments_insights_card_to_wallet_threshold_violated_kafka_to_teradata_stg_stage_0_card_to_wallet_threshold_violated_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_card_to_wallet_threshold_violated_teradata_preprod_4638_payments_insights_card_to_wallet_threshold_violated_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :261"
139,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,credit_application_pre_adjudication_4638_payments_insights.py,livy_s3_csv_to_teradata_stage_s3_csv_to_teradata_stg_job,sparkSql/credit_application_pre_adjudication_4638_payments_insights_s3_csv_to_teradata_stage_credit_application_pre_adjudication_s3_to_teradata_stg.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_credit_application_pre_adjudication_4638_payments_insights_s3_csv_to_teradata_stage_s3_csv_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :208"
140,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,fraud_blocklist_activity_teradata_preprod_4638_payments_insights.py,livy_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_added_to_fraud_blocklist_kafka_to_teradata_stg_job,sparkSql/fraud_blocklist_activity_teradata_preprod_4638_payments_insights_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_added_to_fraud_blocklist_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_fraud_blocklist_activity_teradata_preprod_4638_payments_insights_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_added_to_fraud_blocklist_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :268"
141,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,fraud_blocklist_activity_teradata_preprod_4638_payments_insights.py,livy_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_removed_from_fraud_blocklist_kafka_to_teradata_stg_job,sparkSql/fraud_blocklist_activity_teradata_preprod_4638_payments_insights_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_removed_from_fraud_blocklist_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_fraud_blocklist_activity_teradata_preprod_4638_payments_insights_fraud_blocklist_activity_kafka_to_teradata_stg_stage_0_removed_from_fraud_blocklist_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :272"
142,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,fraud_decision_lifecycle_teradata_preprod_4638_payments_insights.py,livy_fraud_decision_lifecycle_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/fraud_decision_lifecycle_teradata_preprod_4638_payments_insights_fraud_decision_lifecycle_kafka_to_teradata_stg_stage_0_fraud_decision_lifecycle_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_fraud_decision_lifecycle_teradata_preprod_4638_payments_insights_fraud_decision_lifecycle_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :243"
143,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,fraud_worldpay_bin_preprod_4638_payments_insights.py,livy_read_td_write_td_stage_td_dim_to_td_stg_job,sparkSql/fraud_worldpay_bin_preprod_4638_payments_insights_read_td_write_td_stage_fraud_worldpay_rollup_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_fraud_worldpay_bin_preprod_4638_payments_insights_read_td_write_td_stage_td_dim_to_td_stg_job.json,"spark sql is not present or sql file is greater, len is :191"
144,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_authorization_result_s3_parquet_4638_payments_insights.py,livy_payment_authorization_s3_avro_to_s3_parquet_stage_0_kafka_to_s3_parquet_job,sparkSql/payment_authorization_result_s3_parquet_4638_payments_insights_payment_authorization_s3_avro_to_s3_parquet_stage_0_payment_authorization_result_s3_avro_to_s3_parquet.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_authorization_result_s3_parquet_4638_payments_insights_payment_authorization_s3_avro_to_s3_parquet_stage_0_kafka_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :236"
