,location,dag_file_name,task,missing_file_name,json_file_location,error
145,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_authorization_result_s3_parquet_preprod_4638_payments_insights.py,livy_payment_authorization_s3_avro_to_s3_parquet_stage_0_kafka_to_s3_parquet_job,sparkSql/payment_authorization_result_s3_parquet_preprod_4638_payments_insights_payment_authorization_s3_avro_to_s3_parquet_stage_0_payment_authorization_result_s3_avro_to_s3_parquet_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_authorization_result_s3_parquet_preprod_4638_payments_insights_payment_authorization_s3_avro_to_s3_parquet_stage_0_kafka_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :244"
146,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_auth_result_teradata_preprod_4638_payments_insights.py,livy_payment_auth_result_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_auth_result_teradata_preprod_4638_payments_insights_payment_auth_result_kafka_to_teradata_stg_stage_0_payment_auth_result_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_auth_result_teradata_preprod_4638_payments_insights_payment_auth_result_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :233"
147,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_auth_teradata_preprod_4638_payments_insights.py,livy_payment_auth_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_auth_teradata_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_stage_0_payment_auth_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_auth_teradata_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :219"
148,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_auth_teradata_v2_historical_preprod_4638_payments_insights.py,livy_payment_auth_kafka_to_teradata_stg_historical_stage_hive_to_s3_csv_job,sparkSql/payment_auth_teradata_v2_historical_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_historical_stage_payment_auth_kafka_to_teradata_stg_historical_v2_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_auth_teradata_v2_historical_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_historical_stage_hive_to_s3_csv_job.json,"spark sql is not present or sql file is greater, len is :235"
149,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_auth_teradata_v2_preprod_4638_payments_insights.py,livy_payment_auth_kafka_to_teradata_stg_stage_kafka_to_teradata_stg_job,sparkSql/payment_auth_teradata_v2_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_stage_payment_auth_kafka_to_teradata_stg_v2_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_auth_teradata_v2_preprod_4638_payments_insights_payment_auth_kafka_to_teradata_stg_stage_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :220"
150,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_bin_teradata_preprod_4638_payments_insights.py,livy_payment_bin_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_bin_teradata_preprod_4638_payments_insights_payment_bin_kafka_to_teradata_stg_stage_0_payment_bin_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_bin_teradata_preprod_4638_payments_insights_payment_bin_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :217"
151,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_bin_v2_teradata_preprod_4638_payments_insights.py,livy_payment_bin_v2_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_bin_v2_teradata_preprod_4638_payments_insights_payment_bin_v2_kafka_to_teradata_stg_stage_0_payment_bin_v2_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_bin_v2_teradata_preprod_4638_payments_insights_payment_bin_v2_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :223"
152,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_cancel_teradata_preprod_4638_payments_insights.py,livy_payment_cancel_kafka_to_teradata_stg_stage_1_cancel_success_kafka_to_teradata_stg_job,sparkSql/payment_cancel_teradata_preprod_4638_payments_insights_payment_cancel_kafka_to_teradata_stg_stage_1_payment_cancel_success_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_cancel_teradata_preprod_4638_payments_insights_payment_cancel_kafka_to_teradata_stg_stage_1_cancel_success_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :238"
153,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_cancel_teradata_preprod_4638_payments_insights.py,livy_payment_cancel_kafka_to_teradata_stg_stage_1_cancel_failed_kafka_to_teradata_stg_job,sparkSql/payment_cancel_teradata_preprod_4638_payments_insights_payment_cancel_kafka_to_teradata_stg_stage_1_payment_cancel_failed_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_cancel_teradata_preprod_4638_payments_insights_payment_cancel_kafka_to_teradata_stg_stage_1_cancel_failed_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :237"
154,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_chargeback_information_teradata_preprod_4638_payments_insights.py,livy_payment_chargeback_information_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_chargeback_information_teradata_preprod_4638_payments_insights_payment_chargeback_information_kafka_to_teradata_stg_stage_0_payment_chargeback_information_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_chargeback_information_teradata_preprod_4638_payments_insights_payment_chargeback_information_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :255"
155,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_chase_pti_generic_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_chase_pti_generic_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_payment_ent_chase_pti_generic_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_chase_pti_generic_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :225"
156,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_chase_stlmnt_transaction_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_chase_stlmnt_transaction_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_chase_stlmnt_transaction_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_chase_stlmnt_transaction_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :236"
157,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_payment_ent_emaf_credit_auth_dtl.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :220"
158,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_payment_ent_emaf_credit_auth_dtl_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_credit_auth_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_1_s3_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :228"
159,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_credit_recon_dtl.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :225"
160,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_credit_recon_dtl_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_credit_recon_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :233"
161,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_debit_auth_dtl.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :223"
162,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_debit_auth_dtl_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_debit_auth_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :231"
163,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_debit_recon_dtl.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :224"
164,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_emaf_debit_recon_dtl_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_emaf_debit_recon_dtl_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :232"
165,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_ent_paypal_transaction_dtl_rpt_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_ent_paypal_transaction_dtl_rpt_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_ent_paypal_transaction_dtl_rpt_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_ent_paypal_transaction_dtl_rpt_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :238"
166,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_4638_payments_insights.py,livy_payment_emaf_interchange_adj_rsn_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_4638_payments_insights_payment_emaf_interchange_adj_rsn_code_payment_emaf_interchange_adj_rsn_code.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_4638_payments_insights_payment_emaf_interchange_adj_rsn_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :224"
167,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_avs_response_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_avs_response_code_payment_emaf_avs_response_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_avs_response_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :225"
168,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_cvv_presence_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_cvv_presence_code_payment_emaf_cvv_presence_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_cvv_presence_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :225"
169,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_cvv_response_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_cvv_response_code_payment_emaf_cvv_response_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_cvv_response_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :225"
170,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_interchange_adj_rsn_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_interchange_adj_rsn_code_payment_emaf_interchange_adj_rsn_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_interchange_adj_rsn_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :232"
171,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_interchange_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_interchange_code_payment_emaf_interchange_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_interchange_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :224"
172,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_authorization_char_ind_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorization_char_ind_payment_emaf_authorization_char_ind_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorization_char_ind_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :230"
173,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_authorization_source_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorization_source_payment_emaf_authorization_source_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorization_source_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :228"
174,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_authorized_req_resp_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorized_req_resp_code_payment_emaf_authorized_req_resp_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_authorized_req_resp_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :232"
175,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_original_interchange_ind_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_original_interchange_ind_payment_emaf_original_interchange_ind_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_original_interchange_ind_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :232"
176,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_pos_condition_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_pos_condition_code_payment_emaf_pos_condition_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_pos_condition_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :226"
177,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_pos_entry_mode_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_pos_entry_mode_payment_emaf_pos_entry_mode_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_pos_entry_mode_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :222"
178,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights.py,livy_payment_emaf_transaction_type_code_s3_csv_to_s3_orc_job,sparkSql/dp4945_archive_tables/payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_transaction_type_code_payment_emaf_transaction_type_code_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_lookup_tables_s3_csv_to_s3_orc_preprod_4638_payments_insights_payment_emaf_transaction_type_code_s3_csv_to_s3_orc_job.json,"spark sql is not present or sql file is greater, len is :229"
179,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_paypal_settlement_report_hist_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_paypal_settlement_report_hist_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_paypal_settlement_report_hist_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_paypal_settlement_report_hist_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :237"
180,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_rps_transaction_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_rps_transaction_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_rps_transaction_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_rps_transaction_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :223"
181,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_dp495_rps_txn_items_s3_parquet_preprod_4638_payments_insights.py,livy_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job,sparkSql/dp4945_archive_tables/payment_dp495_rps_txn_items_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_payment_rps_txn_items_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_dp495_rps_txn_items_s3_parquet_preprod_4638_payments_insights_s3_csv_to_s3_parquet_stage_0_s3_csv_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :221"
182,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_qr_code_lifecycle_teradata_preprod_4638_payments_insights.py,livy_payment_qr_code_lifecycle_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job,sparkSql/payment_qr_code_lifecycle_teradata_preprod_4638_payments_insights_payment_qr_code_lifecycle_kafka_to_teradata_stg_stage_0_payment_qr_code_lifecycle_kafka_to_teradata_stg_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_qr_code_lifecycle_teradata_preprod_4638_payments_insights_payment_qr_code_lifecycle_kafka_to_teradata_stg_stage_0_kafka_to_teradata_stg_job.json,"spark sql is not present or sql file is greater, len is :245"
183,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\dags,payment_refund_and_cancel_s3_parquet_preprod_4638_payments_insights.py,livy_payment_refund_and_cancel_kafka_to_s3_parquet_stage_0_cancel_success_kafka_to_s3_parquet_job,sparkSql/payment_refund_and_cancel_s3_parquet_preprod_4638_payments_insights_payment_refund_and_cancel_kafka_to_s3_parquet_stage_0_payment_cancel_success_kafka_to_s3_parquet_preprod.sql  ,D:/Dataproc_Atomation/ip/dags\4638\app07420-payments-insights-framework\user_config\argument_payment_refund_and_cancel_s3_parquet_preprod_4638_payments_insights_payment_refund_and_cancel_kafka_to_s3_parquet_stage_0_cancel_success_kafka_to_s3_parquet_job.json,"spark sql is not present or sql file is greater, len is :258"
